"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.318153912E1,-1.641306114E1,1.133966160E1,-3.371866608E1,3.917811817E1
1.319154712E1,-1.641306114E1,1.133966160E1,-3.371866608E1,3.917811817E1
1.320155512E1,-1.585638905E1,1.209989452E1,-3.372080612E1,3.917812255E1
1.321156612E1,-1.555111885E1,1.247425270E1,-3.372656250E1,3.917812267E1
1.322157412E1,-1.555111885E1,1.247425270E1,-3.372656250E1,3.917812267E1
1.323155312E1,-1.493761921E1,1.319657040E1,-3.372896576E1,3.917811977E1
1.324159312E1,-1.461127186E1,1.354949665E1,-3.373199081E1,3.917812309E1
1.325160112E1,-1.461127186E1,1.354949665E1,-3.373199081E1,3.917812309E1
1.326158213E1,-1.394553757E1,1.423086452E1,-3.373321533E1,3.917812323E1
1.327161812E1,-1.360086823E1,1.455978298E1,-3.373357773E1,3.917812098E1
1.328162612E1,-1.360086823E1,1.455978298E1,-3.373357773E1,3.917812098E1
1.329161112E1,-1.290178204E1,1.519086933E1,-3.372990799E1,3.917812124E1
1.330164512E1,-1.253457832E1,1.549588776E1,-3.372961426E1,3.917811977E1
1.331165312E1,-1.253457832E1,1.549588776E1,-3.372961426E1,3.917811977E1
1.332164112E1,-1.179657459E1,1.607808495E1,-3.372330093E1,3.917811907E1
1.333167312E1,-1.140538979E1,1.636114502E1,-3.372173309E1,3.917812228E1
1.334168112E1,-1.140538979E1,1.636114502E1,-3.372173309E1,3.917812228E1
1.335167112E1,-1.061996555E1,1.690072250E1,-3.371212006E1,3.917812053E1
1.336169912E1,-1.022126484E1,1.715591049E1,-3.370646667E1,3.917812419E1
1.337170712E1,-1.022126484E1,1.715591049E1,-3.370646667E1,3.917812419E1
1.338171112E1,-9.415422440E0,1.763748169E1,-3.369264221E1,3.917811990E1
1.339172612E1,-9.017456055E0,1.786085510E1,-3.368383026E1,3.917811991E1
1.340173413E1,-9.017456055E0,1.786085510E1,-3.368383026E1,3.917811991E1
1.341172912E1,-8.208042145E0,1.828109741E1,-3.366533279E1,3.917812030E1
1.342175212E1,-7.795687199E0,1.847744751E1,-3.365615082E1,3.917812264E1
1.343176012E1,-7.795687199E0,1.847744751E1,-3.365615082E1,3.917812264E1
1.344175812E1,-6.955668926E0,1.884214401E1,-3.363803482E1,3.917812027E1
1.345177812E1,-6.483067513E0,1.902090073E1,-3.363183594E1,3.917812167E1
1.346178612E1,-6.483067513E0,1.902090073E1,-3.363183594E1,3.917812167E1
1.347178812E1,-5.613106728E0,1.932515144E1,-3.361483002E1,3.917812199E1
1.348180612E1,-5.171529293E0,1.946290970E1,-3.360618210E1,3.917811946E1
1.349181412E1,-5.171529293E0,1.946290970E1,-3.360618210E1,3.917811946E1
1.350180912E1,-4.278670311E0,1.970785904E1,-3.358896637E1,3.917812386E1
1.351183212E1,-3.804500580E0,1.981978035E1,-3.358016205E1,3.917812146E1
1.352184012E1,-3.349638462E0,1.991624451E1,-3.357154083E1,3.917812179E1
1.353184612E1,-2.892555714E0,2.000237465E1,-3.356282425E1,3.917811943E1
1.354185812E1,-2.432971239E0,2.007832718E1,-3.355393600E1,3.917812135E1
1.355186612E1,-1.944684863E0,2.015055466E1,-3.354248810E1,3.917812094E1
1.356187612E1,-1.444945455E0,2.021308517E1,-3.353011322E1,3.917812109E1
1.357188512E1,-9.588873982E-1,2.026176071E1,-3.351815796E1,3.917812304E1
1.358189312E1,-4.689049125E-1,2.030073738E1,-3.350500488E1,3.917812096E1
1.359187512E1,2.332109213E-2,2.032783508E1,-3.349184418E1,3.917811952E1
1.360191112E1,5.094549060E-1,2.034362793E1,-3.347838593E1,3.917811973E1
1.361191912E1,9.951393604E-1,2.034953308E1,-3.346388245E1,3.917812179E1
1.362190412E1,1.482712746E0,2.034501648E1,-3.344857025E1,3.917811870E1
1.363193812E1,1.966480255E0,2.032956314E1,-3.343302155E1,3.917812032E1
1.364194612E1,2.452414274E0,2.030519295E1,-3.341571426E1,3.917812089E1
1.365194012E1,2.943204403E0,2.027199364E1,-3.339624405E1,3.917812265E1
1.366194412E1,3.471982479E0,2.023841095E1,-3.336581039E1,3.917812200E1
1.367195212E1,3.471982479E0,2.023841095E1,-3.336581039E1,3.917812200E1
1.368196212E1,4.439459801E0,2.011589241E1,-3.332517624E1,3.917812275E1
1.369199112E1,4.929754257E0,2.004167557E1,-3.330096054E1,3.917812157E1
1.370199912E1,5.411729813E0,1.995536041E1,-3.327795029E1,3.917812150E1
1.371199212E1,5.892921925E0,1.985806084E1,-3.325441360E1,3.917812059E1
1.372201812E1,6.366764069E0,1.974920654E1,-3.323188400E1,3.917811836E1
1.373202612E1,6.820884705E0,1.962379837E1,-3.321606827E1,3.917812045E1
1.374202112E1,7.270851135E0,1.948775482E1,-3.320071411E1,3.917812249E1
1.375204412E1,7.716485023E0,1.934070015E1,-3.318611526E1,3.917811978E1
1.376205212E1,8.173434258E0,1.918859863E1,-3.316500854E1,3.917812064E1
1.377205012E1,8.609836578E0,1.902059174E1,-3.315136337E1,3.917812003E1
1.378207112E1,9.041511536E0,1.884260559E1,-3.313808441E1,3.917812342E1
1.379207912E1,9.468384743E0,1.865485573E1,-3.312508392E1,3.917812064E1
1.380206512E1,9.911463737E0,1.846445656E1,-3.310214233E1,3.917812012E1
1.381209712E1,1.034434319E1,1.826311684E1,-3.308139420E1,3.917812546E1
1.382210512E1,1.077569580E1,1.805275536E1,-3.305915070E1,3.917811941E1
1.383210912E1,1.120009041E1,1.783147812E1,-3.303818512E1,3.917812289E1
1.384212512E1,1.161762333E1,1.760042191E1,-3.301789093E1,3.917812074E1
1.385213312E1,1.161762333E1,1.760042191E1,-3.301789093E1,3.917812074E1
1.386213812E1,1.243206596E1,1.710784912E1,-3.298014832E1,3.917811824E1
1.387214512E1,1.283422565E1,1.684918022E1,-3.295926666E1,3.917812503E1
1.388215312E1,1.283422565E1,1.684918022E1,-3.295926666E1,3.917812503E1
1.389216712E1,1.361947823E1,1.630303383E1,-3.291878128E1,3.917812221E1
1.390217712E1,1.401097298E1,1.601987457E1,-3.289348602E1,3.917812103E1
1.391218512E1,1.401097298E1,1.601987457E1,-3.289348602E1,3.917812103E1
1.392216612E1,1.474813652E1,1.541870689E1,-3.285850143E1,3.917812106E1
1.393220412E1,1.513264275E1,1.511072826E1,-3.282672882E1,3.917812030E1
1.394221212E1,1.513264275E1,1.511072826E1,-3.282672882E1,3.917812030E1
1.395219612E1,1.583230495E1,1.446118450E1,-3.278928757E1,3.917812038E1
1.396223012E1,1.619230080E1,1.412813663E1,-3.275867081E1,3.917812352E1
1.397223812E1,1.653307724E1,1.378754997E1,-3.273356247E1,3.917812258E1
1.398222412E1,1.686945915E1,1.343796730E1,-3.270730209E1,3.917812180E1
1.399225712E1,1.718869400E1,1.307869339E1,-3.268672180E1,3.917812150E1
1.400226512E1,1.749957085E1,1.271408749E1,-3.266560745E1,3.917811775E1
1.401227112E1,1.780669785E1,1.234339142E1,-3.264180374E1,3.917812082E1
1.402228412E1,1.809966278E1,1.196280766E1,-3.262236786E1,3.917812457E1
1.403229212E1,1.838514328E1,1.157862568E1,-3.260133743E1,3.917812232E1
1.404228312E1,1.866611671E1,1.118998146E1,-3.257738113E1,3.917812349E1
1.405231013E1,1.893831253E1,1.079299736E1,-3.255421066E1,3.917812024E1
1.406231812E1,1.919877434E1,1.039161777E1,-3.253223801E1,3.917812101E1
1.407230312E1,1.945268631E1,9.986356735E0,-3.250831985E1,3.917812126E1
1.408233712E1,1.969650269E1,9.573409081E0,-3.248573303E1,3.917812183E1
1.409234512E1,1.992997551E1,9.154175758E0,-3.246416855E1,3.917812013E1
1.410232912E1,2.015456200E1,8.731766701E0,-3.244187546E1,3.917812403E1
1.411236312E1,2.037300873E1,8.305410385E0,-3.241736603E1,3.917811821E1
1.412237112E1,2.058207703E1,7.872426987E0,-3.239334106E1,3.917812587E1
1.413237112E1,2.078082848E1,7.435243607E0,-3.236973190E1,3.917812174E1
1.414239012E1,2.097407913E1,6.995765686E0,-3.234304047E1,3.917811889E1
1.415239812E1,2.116018295E1,6.552152157E0,-3.231472015E1,3.917812118E1
1.416239012E1,2.133320236E1,6.103131294E0,-3.228887177E1,3.917811857E1
1.417241712E1,2.149369431E1,5.650239468E0,-3.226485443E1,3.917811803E1
1.418242512E1,2.164873886E1,5.194947720E0,-3.223770523E1,3.917811908E1
1.419241312E1,2.178780746E1,4.733138084E0,-3.221512222E1,3.917812208E1
1.420244412E1,2.191591454E1,4.268898964E0,-3.219308090E1,3.917812229E1
1.421245212E1,2.203490257E1,3.802607536E0,-3.217030334E1,3.917812110E1
1.422244012E1,2.214183044E1,3.333072662E0,-3.214895248E1,3.917812112E1
1.423246912E1,2.223567963E1,2.860380650E0,-3.212970352E1,3.917811984E1
1.424247712E1,2.232080841E1,2.387580395E0,-3.210928345E1,3.917812032E1
1.425245912E1,2.239371872E1,1.912688494E0,-3.209031296E1,3.917812146E1
1.426249612E1,2.245410538E1,1.435991406E0,-3.207298279E1,3.917812074E1
1.427250412E1,2.250636482E1,9.598760009E-1,-3.205413437E1,3.917812335E1
1.428248612E1,2.254676437E1,4.824040532E-1,-3.203647614E1,3.917812018E1
1.429249812E1,2.257583618E1,4.911601543E-3,-3.201963425E1,3.917812375E1
1.430250612E1,2.259451103E1,-4.726298451E-1,-3.200296402E1,3.917811907E1
1.431251913E1,2.260178566E1,-9.502425790E-1,-3.198721123E1,3.917812346E1
1.432252012E1,2.259861565E1,-1.426825523E0,-3.197173882E1,3.917812327E1
1.433252812E1,2.258733559E1,-1.901403427E0,-3.195500183E1,3.917812152E1
1.434253912E1,2.256106949E1,-2.376889944E0,-3.194172478E1,3.917812201E1
1.435255412E1,2.252886581E1,-2.849135637E0,-3.192581558E1,3.917811978E1
1.436256212E1,2.248484993E1,-3.320890665E0,-3.191125870E1,3.917812174E1
1.437256612E1,2.242879295E1,-3.792064428E0,-3.189819527E1,3.917812358E1
1.438258512E1,2.236286354E1,-4.261153221E0,-3.188526344E1,3.917812039E1
1.439259312E1,2.228821373E1,-4.726826191E0,-3.187189484E1,3.917811937E1
1.440259312E1,2.228821373E1,-4.726826191E0,-3.187189484E1,3.917811937E1
1.441261412E1,2.210153770E1,-5.654362679E0,-3.185083199E1,3.917812252E1
1.442262212E1,2.199511528E1,-6.112855434E0,-3.183980370E1,3.917812141E1
1.443263312E1,2.199511528E1,-6.112855434E0,-3.183980370E1,3.917812141E1
1.444264512E1,2.175072098E1,-7.022936344E0,-3.181995773E1,3.917812155E1
1.445265312E1,2.161523247E1,-7.472555637E0,-3.180986977E1,3.917812115E1
1.446264512E1,2.161523247E1,-7.472555637E0,-3.180986977E1,3.917812115E1
1.447267312E1,2.132216263E1,-8.356218338E0,-3.178779984E1,3.917812173E1
1.448268112E1,2.115928650E1,-8.794739723E0,-3.177833176E1,3.917812172E1
1.449267912E1,2.115928650E1,-8.794739723E0,-3.177833176E1,3.917812172E1
1.450270212E1,2.082061195E1,-9.658037186E0,-3.175137329E1,3.917812234E1
1.451271012E1,2.063009071E1,-1.008513260E1,-3.174294662E1,3.917812148E1
1.452272112E1,2.063009071E1,-1.008513260E1,-3.174294662E1,3.917812148E1
1.453273712E1,2.022822762E1,-1.092518616E1,-3.172356224E1,3.917812255E1
1.454274512E1,2.001473427E1,-1.133936977E1,-3.171362686E1,3.917811919E1
1.455275112E1,2.001473427E1,-1.133936977E1,-3.171362686E1,3.917811919E1
1.456273912E1,1.956628418E1,-1.215019035E1,-3.169319534E1,3.917812187E1
1.457274712E1,1.932240868E1,-1.255167580E1,-3.168635559E1,3.917812110E1
1.458275112E1,1.932240868E1,-1.255167580E1,-3.168635559E1,3.917812110E1
1.459276612E1,1.881522560E1,-1.333645725E1,-3.167098618E1,3.917812109E1
1.460277412E1,1.854510880E1,-1.372173882E1,-3.166572189E1,3.917812042E1
1.461277712E1,1.854510880E1,-1.372173882E1,-3.166572189E1,3.917812042E1
1.462279212E1,1.797757721E1,-1.447547436E1,-3.165742493E1,3.917812136E1
1.463280012E1,1.768387794E1,-1.484175873E1,-3.165324593E1,3.917812296E1
1.464280412E1,1.768387794E1,-1.484175873E1,-3.165324593E1,3.917812296E1
1.465283012E1,1.706600380E1,-1.555724144E1,-3.164883614E1,3.917811986E1
1.466283812E1,1.675002670E1,-1.590305996E1,-3.164576530E1,3.917812109E1
1.467284412E1,1.675002670E1,-1.590305996E1,-3.164576530E1,3.917812109E1
1.468283912E1,1.608992386E1,-1.657382965E1,-3.164407921E1,3.917812180E1
1.469284712E1,1.575087357E1,-1.689757156E1,-3.164344215E1,3.917812367E1
1.470288512E1,1.575087357E1,-1.689757156E1,-3.164344215E1,3.917812367E1
1.471286712E1,1.504763603E1,-1.752213478E1,-3.164599037E1,3.917812226E1
1.472287512E1,1.468630409E1,-1.782288170E1,-3.164778900E1,3.917812130E1
1.473291312E1,1.431657982E1,-1.811495590E1,-3.165136909E1,3.917812209E1
1.474290712E1,1.392356396E1,-1.840559006E1,-3.165902519E1,3.917812214E1
1.475291512E1,1.352389908E1,-1.868820763E1,-3.166670227E1,3.917811868E1
1.476294012E1,1.313612080E1,-1.895507431E1,-3.167131996E1,3.917811915E1
1.477293412E1,1.274963474E1,-1.921088409E1,-3.167513084E1,3.917812103E1
1.478294212E1,1.274963474E1,-1.921088409E1,-3.167513084E1,3.917812103E1
1.479296612E1,1.193440056E1,-1.970639801E1,-3.168837547E1,3.917812118E1
1.480297512E1,1.154753017E1,-1.992973328E1,-3.169204140E1,3.917812157E1
1.481298312E1,1.114023495E1,-2.015013123E1,-3.169846344E1,3.917812154E1
1.482299312E1,1.070488739E1,-2.037128067E1,-3.170711708E1,3.917811843E1
1.483300212E1,1.028145027E1,-2.057614136E1,-3.171497345E1,3.917812341E1
1.484301012E1,9.856990814E0,-2.077037621E1,-3.172311974E1,3.917812044E1
1.485301912E1,9.408802986E0,-2.096379471E1,-3.173198891E1,3.917812377E1
1.486302912E1,8.974735260E0,-2.114008331E1,-3.174076462E1,3.917812060E1
1.487303712E1,8.541738510E0,-2.130508041E1,-3.174991989E1,3.917812095E1
1.488304612E1,8.083066940E0,-2.146993065E1,-3.175895500E1,3.917812037E1
1.489305612E1,7.640530586E0,-2.161689568E1,-3.176881218E1,3.917812290E1
1.490306412E1,7.196088791E0,-2.175352859E1,-3.177932358E1,3.917812026E1
1.491307312E1,6.729116917E0,-2.188894844E1,-3.178865051E1,3.917812374E1
1.492308212E1,6.278273106E0,-2.200630379E1,-3.179985809E1,3.917812010E1
1.493309012E1,5.824440956E0,-2.211457443E1,-3.181110954E1,3.917812151E1
1.494309912E1,5.350645065E0,-2.221945572E1,-3.182124329E1,3.917812067E1
1.495310812E1,4.891294956E0,-2.230759811E1,-3.183349609E1,3.917812111E1
1.496311612E1,4.428977966E0,-2.238579941E1,-3.184627533E1,3.917812034E1
1.497312612E1,4.428977966E0,-2.238579941E1,-3.184627533E1,3.917812034E1
1.498313612E1,3.509953976E0,-2.250892258E1,-3.187403107E1,3.917812181E1
1.499314412E1,3.048646450E0,-2.255463982E1,-3.188916969E1,3.917812101E1
1.500315212E1,2.565003395E0,-2.259818649E1,-3.190090942E1,3.917812269E1
1.501316212E1,2.099242926E0,-2.262436104E1,-3.191640091E1,3.917812119E1
1.502317012E1,1.635547638E0,-2.263940620E1,-3.193286133E1,3.917812351E1
1.503318012E1,1.150476217E0,-2.265250206E1,-3.194472885E1,3.917812076E1
1.504318912E1,6.836543083E-1,-2.264805031E1,-3.196128464E1,3.917812249E1
1.505319712E1,2.163542509E-1,-2.263256645E1,-3.197882462E1,3.917812013E1
1.506320612E1,-2.680511475E-1,-2.261428070E1,-3.199136543E1,3.917811896E1
1.507321512E1,-7.096530199E-1,-2.256980324E1,-3.201601791E1,3.917811926E1
1.508322312E1,-7.096530199E-1,-2.256980324E1,-3.201601791E1,3.917811926E1
1.509323212E1,-1.656652451E0,-2.247618103E1,-3.204687500E1,3.917812410E1
1.510324112E1,-2.116374016E0,-2.240929985E1,-3.206664276E1,3.917812319E1
1.511324912E1,-2.576106548E0,-2.233344841E1,-3.208591461E1,3.917812093E1
1.512325912E1,-3.053545237E0,-2.225449371E1,-3.209888458E1,3.917811915E1
1.513326812E1,-3.507700920E0,-2.215679932E1,-3.212004852E1,3.917812194E1
1.514327612E1,-3.964253426E0,-2.205154610E1,-3.213937378E1,3.917812320E1
1.515328612E1,-4.435574532E0,-2.194297218E1,-3.215208817E1,3.917812046E1
1.516329612E1,-4.886706829E0,-2.181802940E1,-3.217171097E1,3.917812269E1
1.517330412E1,-5.326681614E0,-2.167955399E1,-3.219547272E1,3.917811968E1
1.518331212E1,-5.788662434E0,-2.154107094E1,-3.220867920E1,3.917812356E1
1.519332213E1,-6.225662708E0,-2.138541603E1,-3.223088837E1,3.917811966E1
1.520333012E1,-6.660777092E0,-2.122017479E1,-3.225311661E1,3.917812273E1
1.521333912E1,-7.111893177E0,-2.105265045E1,-3.226657867E1,3.917812164E1
1.522334812E1,-7.532160282E0,-2.086557961E1,-3.229271317E1,3.917812112E1
1.523335612E1,-7.955234528E0,-2.067154312E1,-3.231604385E1,3.917812070E1
1.524336512E1,-8.393572807E0,-2.047562790E1,-3.232989120E1,3.917812231E1
1.525337512E1,-8.807476997E0,-2.026296616E1,-3.235375977E1,3.917812169E1
1.526338312E1,-9.218325615E0,-2.004224205E1,-3.237678528E1,3.917812168E1
1.527339212E1,-9.643020630E0,-1.982062340E1,-3.238951111E1,3.917812385E1
1.528340112E1,-1.004415417E1,-1.958214378E1,-3.241264725E1,3.917812004E1
1.529340912E1,-1.043195248E1,-1.933250999E1,-3.243999863E1,3.917811999E1
1.530341912E1,-1.083969688E1,-1.908494949E1,-3.245290375E1,3.917812256E1
1.531342812E1,-1.121964359E1,-1.881971550E1,-3.247865677E1,3.917812195E1
1.532343612E1,-1.159517574E1,-1.854698753E1,-3.250363541E1,3.917812096E1
1.533344612E1,-1.198490524E1,-1.827414131E1,-3.251681137E1,3.917812165E1
1.534345512E1,-1.234721088E1,-1.798521996E1,-3.254233170E1,3.917812024E1
1.535346312E1,-1.270489120E1,-1.768898010E1,-3.256702042E1,3.917812012E1
1.536347212E1,-1.307582474E1,-1.739298439E1,-3.257962799E1,3.917812219E1
1.537348112E1,-1.341989326E1,-1.708098221E1,-3.260477829E1,3.917811960E1
1.538348912E1,-1.375586700E1,-1.676205063E1,-3.263027954E1,3.917812350E1
1.539349912E1,-1.410578632E1,-1.644379616E1,-3.264281845E1,3.917812191E1
1.540350812E1,-1.442759705E1,-1.611038589E1,-3.266841125E1,3.917812124E1
1.541351612E1,-1.474427414E1,-1.577096653E1,-3.269263077E1,3.917812032E1
1.542352512E1,-1.507351398E1,-1.543212128E1,-3.270418930E1,3.917812130E1
1.543353512E1,-1.537292004E1,-1.507831287E1,-3.272985077E1,3.917812299E1
1.544354312E1,-1.566395664E1,-1.471817207E1,-3.275577927E1,3.917812147E1
1.545355212E1,-1.596928406E1,-1.436036301E1,-3.276716614E1,3.917812190E1
1.546356112E1,-1.624668694E1,-1.398917484E1,-3.279135895E1,3.917811980E1
1.547356912E1,-1.651562500E1,-1.361140251E1,-3.281598663E1,3.917812050E1
1.548357812E1,-1.679731178E1,-1.323632431E1,-3.282644272E1,3.917812280E1
1.549358812E1,-1.705220604E1,-1.284905052E1,-3.284888840E1,3.917812271E1
1.550359612E1,-1.729937744E1,-1.245637131E1,-3.287089157E1,3.917812092E1
1.551360512E1,-1.755608368E1,-1.206615734E1,-3.288034439E1,3.917812239E1
1.552361512E1,-1.778283310E1,-1.166354084E1,-3.290376663E1,3.917812140E1
1.553362312E1,-1.800476265E1,-1.125656128E1,-3.292481995E1,3.917812423E1
1.554363112E1,-1.823573303E1,-1.085240555E1,-3.293339539E1,3.917812141E1
1.555364112E1,-1.843057823E1,-1.043373203E1,-3.296022415E1,3.917812341E1
1.556364912E1,-1.862165642E1,-1.001247215E1,-3.298347473E1,3.917812262E1
1.557365812E1,-1.882490349E1,-9.595354080E0,-3.299207687E1,3.917811823E1
1.558366712E1,-1.899683380E1,-9.166403770E0,-3.301549149E1,3.917812311E1
1.559367512E1,-1.915941238E1,-8.732938766E0,-3.303903580E1,3.917812130E1
1.560368512E1,-1.933506203E1,-8.304196358E0,-3.304725266E1,3.917812156E1
1.561367612E1,-1.947748184E1,-7.863979816E0,-3.307130051E1,3.917812393E1
1.562368412E1,-1.961367226E1,-7.421784401E0,-3.309299088E1,3.917811976E1
1.563371112E1,-1.976071548E1,-6.983682632E0,-3.310086823E1,3.917812115E1
1.564372112E1,-1.987606049E1,-6.535065651E0,-3.312341309E1,3.917812346E1
1.565372912E1,-1.998314095E1,-6.085205555E0,-3.314467621E1,3.917812157E1
1.566371212E1,-2.010197830E1,-5.639925480E0,-3.315157318E1,3.917812011E1
1.567374712E1,-2.018931389E1,-5.184630871E0,-3.317282867E1,3.917812342E1
1.568375512E1,-2.026805115E1,-4.728918552E0,-3.319290161E1,3.917812254E1
1.569376512E1,-2.035817146E1,-4.278162956E0,-3.319890594E1,3.917812118E1
1.570377512E1,-2.041500282E1,-3.817764759E0,-3.322013855E1,3.917812238E1
1.571378312E1,-2.046427536E1,-3.356822014E0,-3.323958969E1,3.917812072E1
1.572379112E1,-2.052511024E1,-2.902706146E0,-3.324483871E1,3.917812087E1
1.573380012E1,-2.055346870E1,-2.439953804E0,-3.326449966E1,3.917812385E1
1.574380812E1,-2.057179832E1,-1.975631237E0,-3.328398132E1,3.917812423E1
1.575381812E1,-2.060258675E1,-1.518887162E0,-3.328890991E1,3.917812045E1
1.576382812E1,-2.059975815E1,-1.053923368E0,-3.330862427E1,3.917812197E1
1.577383612E1,-2.058959007E1,-5.899872780E-1,-3.332635498E1,3.917812196E1
1.578384412E1,-2.059121704E1,-1.338050365E-1,-3.333030319E1,3.917812188E1
1.579385412E1,-2.055509567E1,3.313621283E-1,-3.335121155E1,3.917811980E1
1.580386212E1,-2.051695633E1,7.937932014E-1,-3.336689377E1,3.917812150E1
1.581385912E1,-2.048884964E1,1.247951746E0,-3.337026596E1,3.917811881E1
1.582388112E1,-2.042472267E1,1.710318327E0,-3.338907623E1,3.917811757E1
1.583388912E1,-2.035676193E1,2.169255257E0,-3.340391922E1,3.917812201E1
1.584389813E1,-2.029922867E1,2.618782997E0,-3.340671158E1,3.917812001E1
1.585390712E1,-2.020834732E1,3.075664520E0,-3.342287064E1,3.917812266E1
1.586391512E1,-2.011137199E1,3.528231144E0,-3.343664932E1,3.917812165E1
1.587392412E1,-2.002574730E1,3.971819878E0,-3.343829346E1,3.917812371E1
1.588393212E1,-1.990699005E1,4.422134399E0,-3.345267487E1,3.917811865E1
1.589394012E1,-1.978135300E1,4.867077827E0,-3.346542740E1,3.917812150E1
1.590395112E1,-1.966737556E1,5.301921368E0,-3.346653748E1,3.917812097E1
1.591396112E1,-1.952104378E1,5.743355751E0,-3.347936630E1,3.917812213E1
1.592396912E1,-1.936766052E1,6.178905964E0,-3.349089432E1,3.917812087E1
1.593397712E1,-1.922657394E1,6.603644371E0,-3.349113083E1,3.917812028E1
1.594396812E1,-1.905530930E1,7.033972740E0,-3.350139618E1,3.917812056E1
1.595397612E1,-1.887564659E1,7.458346367E0,-3.351131821E1,3.917812416E1
1.596397412E1,-1.870835876E1,7.872120857E0,-3.351047897E1,3.917812113E1
1.597401412E1,-1.850954247E1,8.289535522E0,-3.352022934E1,3.917812319E1
1.598402212E1,-1.830134773E1,8.703047752E0,-3.352973175E1,3.917812247E1
1.599400912E1,-1.810849380E1,9.103190422E0,-3.352819061E1,3.917812131E1
1.600404012E1,-1.788467979E1,9.505677223E0,-3.353662872E1,3.917812064E1
1.601404812E1,-1.764851379E1,9.905911446E0,-3.354590988E1,3.917812132E1
1.602403412E1,-1.743094063E1,1.029090214E1,-3.354377747E1,3.917812355E1
1.603406712E1,-1.717830276E1,1.067777157E1,-3.355318451E1,3.917811994E1
1.604407512E1,-1.691955185E1,1.105997562E1,-3.356085587E1,3.917812326E1
1.605405612E1,-1.667753792E1,1.142953682E1,-3.355816650E1,3.917812045E1
1.606409412E1,-1.640909195E1,1.179738331E1,-3.356320572E1,3.917812310E1
1.607410212E1,-1.613243103E1,1.215949917E1,-3.356808472E1,3.917811969E1
1.608409112E1,-1.586633205E1,1.251280117E1,-3.356507874E1,3.917812140E1
1.609411912E1,-1.557745934E1,1.286221886E1,-3.356830597E1,3.917811990E1
1.610412712E1,-1.529905891E1,1.320146942E1,-3.356464005E1,3.917811966E1
1.611412212E1,-1.501169109E1,1.353749371E1,-3.356055069E1,3.917812104E1
1.612414712E1,-1.471673203E1,1.386718655E1,-3.355658340E1,3.917812341E1
1.613415512E1,-1.441600990E1,1.418956661E1,-3.355234528E1,3.917811909E1
1.614415312E1,-1.411046600E1,1.450446892E1,-3.354758453E1,3.917812269E1
1.615417312E1,-1.379768085E1,1.481351280E1,-3.354264832E1,3.917812418E1
1.616418112E1,-1.345243359E1,1.512209320E1,-3.354518509E1,3.917812036E1
1.617416812E1,-1.312862873E1,1.541585255E1,-3.353976440E1,3.917812142E1
1.618420012E1,-1.279855537E1,1.570310688E1,-3.353408051E1,3.917812069E1
1.619420812E1,-1.246106529E1,1.598383331E1,-3.352855301E1,3.917811816E1
1.620420112E1,-1.211906338E1,1.625732422E1,-3.352242279E1,3.917812039E1
1.621422712E1,-1.177154350E1,1.652327538E1,-3.351622772E1,3.917812382E1
1.622423512E1,-1.139599705E1,1.678802681E1,-3.351445389E1,3.917812160E1
1.623422712E1,-1.103805542E1,1.703859711E1,-3.350780106E1,3.917812132E1
1.624425412E1,-1.067455196E1,1.728143883E1,-3.350120926E1,3.917812157E1
1.625426212E1,-1.030626106E1,1.751668167E1,-3.349435806E1,3.917812114E1
1.626425312E1,-9.933703423E0,1.774404335E1,-3.348724365E1,3.917811922E1
1.627427912E1,-9.557060242E0,1.796334267E1,-3.347993469E1,3.917812026E1
1.628428712E1,-9.144680023E0,1.818348694E1,-3.347627258E1,3.917812139E1
1.629427412E1,-8.757916451E0,1.838670540E1,-3.346868896E1,3.917812115E1
1.630430712E1,-8.368773460E0,1.858110046E1,-3.346089554E1,3.917812137E1
1.631431512E1,-7.942607403E0,1.877661896E1,-3.345562363E1,3.917812124E1
1.632430112E1,-7.544325829E0,1.895464325E1,-3.344741821E1,3.917812065E1
1.633433312E1,-7.118583202E0,1.913191605E1,-3.343981171E1,3.917812458E1
1.634434112E1,-6.687970161E0,1.929932213E1,-3.343250275E1,3.917811914E1
1.635432112E1,-6.280243874E0,1.945218086E1,-3.342298889E1,3.917811876E1
1.636436012E1,-5.849928379E0,1.960241127E1,-3.341330338E1,3.917811930E1
1.637436812E1,-5.417939663E0,1.974331474E1,-3.340318298E1,3.917812120E1
1.638436312E1,-5.001784801E0,1.986813736E1,-3.339407730E1,3.917812058E1
1.639438612E1,-4.563463211E0,1.999088478E1,-3.338359451E1,3.917811957E1
1.640439412E1,-4.079061508E0,2.012015343E1,-3.336863708E1,3.917812218E1
1.641440312E1,-3.655693293E0,2.021716309E1,-3.335906601E1,3.917811968E1
1.642441312E1,-3.213571787E0,2.031023788E1,-3.334804916E1,3.917812131E1
1.643442112E1,-2.756690264E0,2.039741325E1,-3.333573532E1,3.917811963E1
1.644443012E1,-2.328987122E0,2.046625137E1,-3.332616806E1,3.917812022E1
1.645443912E1,-1.869494677E0,2.053365517E1,-3.331364822E1,3.917812097E1
1.646444712E1,-1.423127413E0,2.058946609E1,-3.330125809E1,3.917812139E1
1.647445712E1,-9.932927489E-1,2.063083267E1,-3.329125214E1,3.917812344E1
1.648446712E1,-5.603950024E-1,2.066487122E1,-3.328023911E1,3.917812221E1
